公司代號,公司名稱,報告書內容涵蓋期間,中文版上傳日期,產業類別
1101,台泥,111/01/01~111/12/31,112/06/28,水泥工業
1102,亞泥,111/01/01~111/12/31,112/06/30,水泥工業
1103,嘉泥,111/01/01~111/12/31,112/06/28,水泥工業
1104,環泥,111/01/01~111/12/31,112/06/28,水泥工業
1108,幸福,111/01/01~111/12/31,112/06/08,水泥工業
1109,信大,111/01/01~111/12/31,112/09/22,水泥工業
1110,東泥,111/01/01~111/12/31,112/06/29,水泥工業
1201,味全,111/01/01~111/12/31,112/09/28,食品工業
1203,味王,111/01/01~111/12/31,112/09/23,食品工業
1210,大成,111/01/01~111/12/31,112/09/25,食品工業
1213,大飲,111/01/01~111/12/31,112/09/28,食品工業
1215,卜蜂,111/01/01~111/12/31,112/09/28,食品工業
1216,統一,111/01/01~111/12/31,112/07/26,食品工業
1217,愛之味,111/01/01~111/12/31,112/09/21,食品工業
1218,泰山,111/01/01~111/12/31,112/08/25,食品工業
1219,福壽,111/01/01~111/12/31,112/06/30,食品工業
1220,台榮,111/01/01~111/12/31,112/09/28,食品工業
1225,福懋油,111/01/01~111/12/31,112/06/30,食品工業
1227,佳格,111/01/01~111/12/31,112/09/25,食品工業
1229,聯華,111/01/01~111/12/31,112/09/04,食品工業
1231,聯華食,111/01/01~111/12/31,112/09/28,食品工業
1232,大統益,111/01/01~111/12/31,112/08/24,食品工業
1233,天仁,111/01/01~111/12/31,112/09/14,食品工業
1234,黑松,111/01/01~111/12/31,112/09/27,食品工業
1235,興泰,111/01/01~111/12/31,112/09/27,食品工業
1236,宏亞,111/01/01~111/12/31,112/08/14,食品工業
1256,鮮活果汁-KY,111/01/01~111/12/31,112/09/28,食品工業
1301,台塑,111/01/01~111/12/31,112/06/28,塑膠工業
1303,南亞,111/01/01~111/12/31,112/06/30,塑膠工業
1304,台聚,111/01/01~111/12/31,112/06/30,塑膠工業
1305,華夏,111/01/01~111/12/31,112/06/30,塑膠工業
1307,三芳,111/01/01~111/12/31,112/06/02,塑膠工業
1308,亞聚,111/01/01~111/12/31,112/06/30,塑膠工業
1309,台達化,111/01/01~111/12/31,112/06/30,塑膠工業
1310,台苯,111/01/01~111/12/31,112/06/30,塑膠工業
1312,國喬,111/01/01~111/12/31,112/06/29,塑膠工業
1313,聯成,111/01/01~111/12/31,112/06/27,塑膠工業
1314,中石化,111/01/01~111/12/31,112/06/30,塑膠工業
1316,上曜,111/01/01~111/12/31,112/06/30,建材營造
1319,東陽,111/01/01~111/12/31,112/06/29,汽車工業
1321,大洋,111/01/01~111/12/31,112/06/26,塑膠工業
1323,永裕,111/01/01~111/12/31,112/09/13,塑膠工業
1326,台化,111/01/01~111/12/31,112/06/21,塑膠工業
1337,再生-KY,111/01/01~111/12/31,112/09/28,塑膠工業
1338,廣華-KY,111/01/01~111/12/31,112/09/25,汽車工業
1402,遠東新,111/01/01~111/12/31,112/06/29,紡織纖維
1409,新纖,111/01/01~111/12/31,112/06/27,紡織纖維
1413,宏洲,111/01/01~111/12/31,112/06/20,紡織纖維
1414,東和,111/01/01~111/12/31,112/09/13,紡織纖維
1419,新紡,111/01/01~111/12/31,112/09/28,紡織纖維
1434,福懋,111/01/01~111/12/31,112/06/27,紡織纖維
1437,勤益控,111/01/01~111/12/31,112/08/25,其他
1440,南紡,111/01/01~111/12/31,112/06/21,紡織纖維
1442,名軒,111/01/01~111/12/31,112/09/28,建材營造
1444,力麗,111/01/01~111/12/31,112/06/28,紡織纖維
1447,力鵬,111/01/01~111/12/31,112/06/28,紡織纖維
1451,年興,111/01/01~111/12/31,112/06/30,紡織纖維
1455,集盛,111/01/01~111/12/31,112/06/28,紡織纖維
1457,宜進,111/01/01~111/12/31,112/06/20,紡織纖維
1459,聯發,111/01/01~111/12/31,112/06/26,紡織纖維
1460,宏遠,111/01/01~111/12/31,112/06/30,紡織纖維
1464,得力,111/01/01~111/12/31,112/06/30,紡織纖維
1466,聚隆,111/01/01~111/12/31,112/07/13,紡織纖維
1467,南緯,111/01/01~111/12/31,112/09/26,紡織纖維
1473,台南,111/01/01~111/12/31,112/09/27,紡織纖維
1476,儒鴻,111/01/01~111/12/31,112/09/08,紡織纖維
1477,聚陽,111/01/01~111/12/31,112/09/15,紡織纖維
1503,士電,111/01/01~111/12/31,112/06/30,電機機械
1504,東元,111/01/01~111/12/31,112/06/29,電機機械
1506,正道,111/01/01~111/12/31,112/06/30,電機機械
1513,中興電,111/01/01~111/12/31,112/06/16,電機機械
1514,亞力,111/01/01~111/12/31,112/10/02,電機機械
1515,力山,111/01/01~111/12/31,112/08/04,電機機械
1517,利奇,111/01/01~111/12/31,112/09/28,電機機械
1519,華城,111/01/01~111/12/31,112/09/27,電機機械
1522,堤維西,111/01/01~111/12/31,112/06/29,汽車工業
1525,江申,111/01/01~111/12/31,112/06/30,汽車工業
1526,日馳,111/01/01~111/12/31,112/06/28,電機機械
1527,鑽全,111/01/01~111/12/31,112/09/07,電機機械
1531,高林股,111/01/01~111/12/31,112/09/18,電機機械
1532,勤美,111/01/01~111/12/31,112/06/30,電機機械
1533,車王電,111/01/01~111/12/31,112/07/26,汽車工業
1535,中宇,111/01/01~111/12/31,112/06/20,電機機械
1536,和大,111/01/01~111/12/31,112/09/27,汽車工業
1558,伸興,111/01/01~111/12/31,112/12/26,電機機械
1560,中砂,111/01/01~111/12/31,112/09/28,電機機械
1582,信錦,111/01/01~111/12/31,112/09/28,電子零組件業
1589,永冠-KY,111/01/01~111/12/31,112/09/13,電機機械
1590,亞德客-KY,111/01/01~111/12/31,113/01/02,電機機械
1598,岱宇,111/01/01~111/12/31,112/09/15,運動休閒
1604,聲寶,111/01/01~111/12/31,112/08/24,電器電纜
1605,華新,111/01/01~111/12/31,112/05/18,電器電纜
1608,華榮,111/01/01~111/12/31,112/06/19,電器電纜
1609,大亞,111/01/01~111/12/31,112/06/30,電器電纜
1611,中電,111/01/01~111/12/31,112/09/28,電器電纜
1612,宏泰,111/01/01~111/12/31,112/06/29,電器電纜
1614,三洋電,111/01/01~111/12/31,112/09/23,電器電纜
1626,艾美特-KY,111/01/01~111/12/31,112/09/27,電器電纜
1701,中化,111/01/01~111/12/31,112/09/28,生技醫療業
1702,南僑,111/01/01~111/12/31,112/09/25,食品工業
1707,葡萄王,111/01/01~111/12/31,112/04/20,生技醫療業
1708,東鹼,111/01/01~111/12/31,112/08/08,化學工業
1709,和益,111/01/01~111/12/31,112/09/28,化學工業
1710,東聯,111/01/01~111/12/31,112/06/29,化學工業
1711,永光,111/01/01~111/12/31,112/06/29,化學工業
1712,興農,111/01/01~111/12/31,112/09/01,化學工業
1713,國化,111/01/01~111/12/31,112/08/14,化學工業
1714,和桐,111/01/01~111/12/31,112/09/28,化學工業
1717,長興,111/01/01~111/12/31,112/08/17,化學工業
1718,中纖,111/01/01~111/12/31,112/09/18,化學工業
1720,生達,111/01/01~111/12/31,112/09/20,生技醫療業
1721,三晃,111/01/01~111/12/31,112/09/26,化學工業
1722,台肥,111/01/01~111/12/31,112/09/28,化學工業
1723,中碳,111/01/01~111/12/31,112/06/29,化學工業
1725,元禎,111/01/01~111/12/31,112/09/25,化學工業
1726,永記,111/01/01~111/12/31,112/09/19,化學工業
1727,中華化,111/01/01~111/12/31,112/06/30,化學工業
1730,花仙子,111/01/01~111/12/31,112/09/28,化學工業
1732,毛寶,111/01/01~111/12/31,112/08/14,化學工業
1733,五鼎,111/01/01~111/12/31,112/06/09,生技醫療業
1735,日勝化,111/01/01~111/12/31,112/09/28,化學工業
1736,喬山,111/01/01~111/12/31,112/06/19,運動休閒
1737,臺鹽,111/01/01~111/12/31,112/09/22,食品工業
1762,中化生,111/01/01~111/12/31,112/09/28,生技醫療業
1773,勝一,111/01/01~111/12/31,112/09/26,化學工業
1776,展宇,111/01/01~111/12/31,112/09/28,化學工業
1789,神隆,111/01/01~111/12/31,112/09/14,生技醫療業
1795,美時,111/01/01~111/12/31,112/09/28,生技醫療業
1802,台玻,111/01/01~111/12/31,112/08/17,玻璃陶瓷
1806,冠軍,111/01/01~111/12/31,112/09/28,玻璃陶瓷
1808,潤隆,111/01/01~111/12/31,112/09/14,建材營造
1810,和成,111/01/01~111/12/31,112/09/08,玻璃陶瓷
1903,士紙,111/01/01~111/12/31,112/08/18,造紙工業
1904,正隆,111/01/01~111/12/31,112/06/26,造紙工業
1905,華紙,111/01/01~111/12/31,112/06/30,造紙工業
1907,永豐餘,111/01/01~111/12/31,112/06/29,造紙工業
1909,榮成,111/01/01~111/12/31,112/06/30,造紙工業
2002,中鋼,111/01/01~111/12/31,112/06/29,鋼鐵工業
2006,東和鋼鐵,111/01/01~111/12/31,112/06/30,鋼鐵工業
2007,燁興,111/01/01~111/12/31,112/06/28,鋼鐵工業
2008,高興昌,111/01/01~111/12/31,112/08/22,鋼鐵工業
2009,第一銅,111/01/01~111/12/31,112/06/30,鋼鐵工業
2010,春源,111/01/01~111/12/31,112/06/27,鋼鐵工業
2012,春雨,111/01/01~111/12/31,112/06/30,鋼鐵工業
2013,中鋼構,111/01/01~111/12/31,112/06/30,鋼鐵工業
2014,中鴻,111/01/01~111/12/31,112/06/28,鋼鐵工業
2015,豐興,111/01/01~111/12/31,112/06/30,鋼鐵工業
2017,官田鋼,111/01/01~111/12/31,112/06/28,鋼鐵工業
2020,美亞,111/01/01~111/12/31,112/09/28,鋼鐵工業
2022,聚亨,111/01/01~111/12/31,112/06/14,鋼鐵工業
2023,燁輝,111/01/01~111/12/31,112/06/30,鋼鐵工業
2025,千興,111/01/01~111/12/31,112/09/22,鋼鐵工業
2027,大成鋼,111/01/01~111/12/31,112/06/28,鋼鐵工業
2028,威致,111/01/01~111/12/31,112/08/11,鋼鐵工業
2029,盛餘,111/01/01~111/12/31,112/06/28,鋼鐵工業
2030,彰源,111/01/01~111/12/31,112/06/29,鋼鐵工業
2031,新光鋼,111/01/01~111/12/31,112/08/15,鋼鐵工業
2034,允強,111/01/01~111/12/31,112/08/28,鋼鐵工業
2049,上銀,111/01/01~111/12/31,112/06/30,電機機械
2059,川湖,111/01/01~111/12/31,112/07/03,電子零組件業
2062,橋椿,111/01/01~111/12/31,112/09/26,居家生活
2101,南港,111/01/01~111/12/31,112/06/19,橡膠工業
2102,泰豐,111/01/01~111/12/31,112/06/29,橡膠工業
2103,台橡,111/01/01~111/12/31,112/06/28,橡膠工業
2104,國際中橡,111/01/01~111/12/31,112/08/31,橡膠工業
2105,正新,111/01/01~111/12/31,112/06/29,橡膠工業
2106,建大,111/01/01~111/12/31,112/06/30,橡膠工業
2107,厚生,111/01/01~111/12/31,112/09/27,橡膠工業
2108,南帝,111/01/01~111/12/31,112/06/26,橡膠工業
2109,華豐,111/01/01~111/12/31,112/10/02,橡膠工業
2115,六暉-KY,111/01/01~111/12/31,112/09/25,汽車工業
2201,裕隆,111/01/01~111/12/31,112/07/31,汽車工業
2204,中華,111/01/01~111/12/31,112/06/30,汽車工業
2206,三陽工業,111/01/01~111/12/31,112/06/28,汽車工業
2207,和泰車,111/01/01~111/12/31,112/06/30,汽車工業
2208,台船,111/01/01~111/12/31,112/06/28,航運業
2211,長榮鋼,111/01/01~111/12/31,112/06/29,鋼鐵工業
2227,裕日車,111/01/01~111/12/31,112/06/20,汽車工業
2301,光寶科,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
2303,聯電,111/01/01~111/12/31,112/06/28,半導體業
2305,全友,111/01/01~111/12/31,112/09/28,電腦及週邊設備業
2308,台達電,111/01/01~111/12/31,112/08/31,電子零組件業
2312,金寶,111/01/01~111/12/31,112/06/30,其他電子業
2313,華通,111/01/01~111/12/31,112/06/27,電子零組件業
2314,台揚,111/01/01~111/12/31,112/06/28,通信網路業
2317,鴻海,111/01/01~111/12/31,112/06/30,其他電子業
2323,中環,111/01/01~111/12/31,112/06/30,光電業
2324,仁寶,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
2327,國巨,111/01/01~111/12/31,112/09/27,電子零組件業
2328,廣宇,111/01/01~111/12/31,112/06/30,電子零組件業
2329,華泰,111/01/01~111/12/31,112/08/10,半導體業
2330,台積電,111/01/01~111/12/31,112/06/30,半導體業
2331,精英,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
2332,友訊,111/01/01~111/12/31,112/06/30,通信網路業
2337,旺宏,111/01/01~111/12/31,112/06/30,半導體業
2338,光罩,111/01/01~111/12/31,112/09/14,半導體業
2340,台亞,111/01/01~111/12/31,112/09/26,半導體業
2344,華邦電,111/01/01~111/12/31,112/06/30,半導體業
2345,智邦,111/01/01~111/12/31,112/06/28,通信網路業
2347,聯強,111/01/01~111/12/31,112/09/27,電子通路業
2348,海悅,111/01/01~111/12/31,112/09/25,其他
2349,錸德,111/01/01~111/12/31,112/07/02,光電業
2351,順德,111/01/01~111/12/31,112/09/28,半導體業
2352,佳世達,111/01/01~111/12/31,112/06/29,電腦及週邊設備業
2353,宏碁,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
2354,鴻準,111/01/01~111/12/31,112/06/30,其他電子業
2355,敬鵬,111/01/01~111/12/31,112/08/10,電子零組件業
2356,英業達,111/01/01~111/12/31,112/06/27,電腦及週邊設備業
2357,華碩,111/01/01~111/12/31,112/06/29,電腦及週邊設備業
2360,致茂,111/01/01~111/12/31,112/06/27,其他電子業
2362,藍天,111/01/01~111/12/31,112/08/31,電腦及週邊設備業
2363,矽統,111/01/01~111/12/31,112/06/28,半導體業
2365,昆盈,111/01/01~111/12/31,112/09/26,電腦及週邊設備業
2367,燿華,111/01/01~111/12/31,112/06/30,電子零組件業
2368,金像電,111/01/01~111/12/31,112/06/30,電子零組件業
2369,菱生,111/01/01~111/12/31,112/06/28,半導體業
2371,大同,111/01/01~111/12/31,112/06/27,電機機械
2373,震旦行,111/01/01~111/12/31,112/09/26,其他電子業
2374,佳能,111/01/01~111/12/31,112/09/21,光電業
2376,技嘉,111/01/01~111/12/31,112/06/20,電腦及週邊設備業
2377,微星,111/01/01~111/12/31,112/06/26,電腦及週邊設備業
2379,瑞昱,111/01/01~111/12/31,112/06/30,半導體業
2380,虹光,111/01/01~111/12/31,112/09/28,電腦及週邊設備業
2382,廣達,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
2383,台光電,111/01/01~111/12/31,112/06/30,電子零組件業
2385,群光,111/01/01~111/12/31,112/06/29,電子零組件業
2388,威盛,111/01/01~111/12/31,112/09/27,半導體業
2392,正崴,111/01/01~111/12/31,112/06/29,電子零組件業
2393,億光,111/01/01~111/12/31,112/06/29,光電業
2395,研華,111/01/01~111/12/31,112/06/27,電腦及週邊設備業
2397,友通,111/01/01~111/12/31,112/08/10,電腦及週邊設備業
2401,凌陽,111/01/01~111/12/31,112/05/12,半導體業
2402,毅嘉,110/01/01~111/12/31,112/06/30,電子零組件業
2404,漢唐,111/01/01~111/12/31,112/09/28,其他電子業
2405,輔信,111/01/01~111/12/31,112/09/27,電腦及週邊設備業
2406,國碩,111/01/01~111/12/31,112/06/29,光電業
2408,南亞科,111/01/01~111/12/31,112/06/28,半導體業
2409,友達,111/01/01~111/12/31,112/06/30,光電業
2412,中華電,111/01/01~111/12/31,112/06/29,通信網路業
2417,圓剛,111/01/01~111/12/31,112/10/03,電腦及週邊設備業
2419,仲琦,111/01/01~111/12/31,112/06/16,通信網路業
2420,新巨,111/01/01~111/12/31,112/08/14,電子零組件業
2421,建準,111/01/01~111/12/31,112/06/21,電子零組件業
2423,固緯,111/01/01~111/12/31,112/06/14,其他電子業
2426,鼎元,111/01/01~111/12/31,112/09/22,光電業
2439,美律,111/01/01~111/12/31,112/06/30,通信網路業
2441,超豐,111/01/01~111/12/31,112/06/19,半導體業
2442,新美齊,111/01/01~111/12/31,112/06/30,建材營造
2449,京元電子,111/01/01~111/12/31,112/06/29,半導體業
2450,神腦,111/01/01~111/12/31,112/06/29,通信網路業
2451,創見,111/01/01~111/12/31,112/06/30,半導體業
2454,聯發科,111/01/01~111/12/31,112/06/30,半導體業
2455,全新,111/01/01~111/12/31,112/09/28,通信網路業
2457,飛宏,111/01/01~111/12/31,112/06/30,電子零組件業
2458,義隆,111/01/01~111/12/31,112/06/29,半導體業
2464,盟立,111/01/01~111/12/31,112/09/28,其他電子業
2474,可成,111/01/01~111/12/31,112/06/30,其他電子業
2478,大毅,111/01/01~111/12/31,112/09/28,電子零組件業
2480,敦陽科,111/01/01~111/12/31,112/08/04,資訊服務業
2481,強茂,111/01/01~111/12/31,112/09/28,半導體業
2484,希華,111/01/01~111/12/31,112/06/28,電子零組件業
2485,兆赫,111/01/01~111/12/31,112/09/28,通信網路業
2486,一詮,111/01/01~111/12/31,112/06/27,光電業
2488,漢平,111/01/01~111/12/31,112/09/28,其他電子業
2489,瑞軒,111/01/01~111/12/31,112/08/14,光電業
2492,華新科,111/01/01~111/12/31,112/06/30,電子零組件業
2495,普安,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
2498,宏達電,111/01/01~111/12/31,112/06/29,通信網路業
2501,國建,111/01/01~111/12/31,112/08/25,建材營造
2504,國產,111/01/01~111/12/31,112/06/30,建材營造
2505,國揚,111/01/01~111/12/31,112/06/30,建材營造
2506,太設,111/01/01~111/12/31,112/06/30,建材營造
2509,全坤建,111/01/01~111/12/31,112/09/21,建材營造
2511,太子,111/01/01~111/12/31,112/09/28,建材營造
2514,龍邦,111/01/01~111/12/31,112/09/28,其他
2515,中工,111/01/01~111/12/31,112/09/28,建材營造
2516,新建,111/01/01~111/12/31,112/09/15,建材營造
2520,冠德,111/01/01~111/12/31,112/06/30,建材營造
2524,京城,111/01/01~111/12/31,112/09/28,建材營造
2527,宏璟,111/01/01~111/12/31,112/09/27,建材營造
2528,皇普,111/01/01~111/12/31,112/09/27,建材營造
2530,華建,111/01/01~111/12/31,112/06/30,建材營造
2534,宏盛,111/01/01~111/12/31,112/06/30,建材營造
2535,達欣工,111/01/01~111/12/31,112/06/30,建材營造
2536,宏普,111/01/01~111/12/31,112/09/27,建材營造
2537,聯上發,111/01/01~111/12/31,112/09/28,建材營造
2538,基泰,111/01/01~111/12/31,112/09/28,建材營造
2539,櫻花建,111/01/01~111/12/31,112/06/30,建材營造
2540,愛山林,111/01/01~111/12/31,112/09/28,建材營造
2542,興富發,111/01/01~111/12/31,112/09/28,建材營造
2543,皇昌,111/01/01~111/12/31,112/09/27,建材營造
2545,皇翔,111/01/01~111/12/31,112/09/27,建材營造
2546,根基,111/01/01~111/12/31,112/08/09,建材營造
2547,日勝生,111/01/01~111/12/31,112/08/07,建材營造
2548,華固,111/01/01~111/12/31,112/06/30,建材營造
2601,益航,111/01/01~111/12/31,112/06/16,貿易百貨
2603,長榮,111/01/01~111/12/31,112/07/27,航運業
2605,新興,111/01/01~111/12/31,112/06/30,航運業
2606,裕民,111/01/01~111/12/31,112/06/08,航運業
2607,榮運,111/01/01~111/12/31,112/06/29,航運業
2608,嘉里大榮,111/01/01~111/12/31,112/08/31,航運業
2609,陽明,111/01/01~111/12/31,112/06/30,航運業
2610,華航,111/01/01~111/12/31,112/06/29,航運業
2614,東森,111/01/01~111/12/31,112/09/12,其他
2615,萬海,111/01/01~111/12/31,112/06/29,航運業
2617,台航,111/01/01~111/12/31,112/06/13,航運業
2618,長榮航,111/01/01~111/12/31,112/06/30,航運業
2633,台灣高鐵,111/01/01~111/12/31,112/06/30,航運業
2634,漢翔,111/01/01~111/12/31,112/06/28,航運業
2636,台驊投控,111/01/01~111/12/31,112/05/31,航運業
2637,慧洋-KY,111/01/01~111/12/31,112/06/30,航運業
2642,宅配通,111/01/01~111/12/31,112/09/28,航運業
2701,萬企,111/01/01~111/12/31,112/09/21,觀光餐旅
2704,國賓,111/01/01~111/12/31,112/09/27,觀光餐旅
2706,第一店,111/01/01~111/12/31,112/09/28,觀光餐旅
2707,晶華,111/01/01~111/12/31,112/09/28,觀光餐旅
2712,遠雄來,111/01/01~111/12/31,112/12/29,觀光餐旅
2722,夏都,111/01/01~111/12/31,112/09/27,觀光餐旅
2723,美食-KY,111/01/01~111/12/31,112/09/21,觀光餐旅
2727,王品,111/01/01~111/12/31,112/07/20,觀光餐旅
2739,寒舍,111/01/01~111/12/31,112/09/22,觀光餐旅
2748,雲品,111/01/01~111/12/31,112/08/09,觀光餐旅
2753,八方雲集,111/01/01~111/12/31,112/08/29,觀光餐旅
2801,彰銀,111/01/01~111/12/31,112/06/30,金融保險業
2809,京城銀,111/01/01~111/12/31,112/06/27,金融保險業
2812,台中銀,111/01/01~111/12/31,112/07/19,金融保險業
2816,旺旺保,111/01/01~111/12/31,112/06/26,金融保險業
2820,華票,111/01/01~111/12/31,112/09/11,金融保險業
2832,台產,111/01/01~111/12/31,112/06/30,金融保險業
2834,臺企銀,111/01/01~111/12/31,112/06/30,金融保險業
2836,高雄銀,111/01/01~111/12/31,112/08/14,金融保險業
2838,聯邦銀,111/01/01~111/12/31,112/07/25,金融保險業
2845,遠東銀,111/01/01~111/12/31,112/08/08,金融保險業
2849,安泰銀,111/01/01~111/12/31,112/09/27,金融保險業
2850,新產,111/01/01~111/12/31,112/06/30,金融保險業
2851,中再保,111/01/01~111/12/31,112/06/29,金融保險業
2852,第一保,111/01/01~111/12/31,112/06/29,金融保險業
2855,統一證,111/01/01~111/12/31,112/09/12,金融保險業
2867,三商壽,111/01/01~111/12/31,112/06/30,金融保險業
2880,華南金,111/01/01~111/12/31,112/08/10,金融保險業
2881,富邦金,111/01/01~111/12/31,112/07/11,金融保險業
2882,國泰金,111/01/01~111/12/31,112/07/28,金融保險業
2883,開發金,111/01/01~111/12/31,112/07/03,金融保險業
2884,玉山金,111/01/01~111/12/31,112/06/30,金融保險業
2885,元大金,111/01/01~111/12/31,112/06/30,金融保險業
2886,兆豐金,111/01/01~111/12/31,112/06/28,金融保險業
2887,台新金,111/01/01~111/12/31,112/06/30,金融保險業
2888,新光金,111/01/01~111/12/31,112/06/30,金融保險業
2889,國票金,111/01/01~111/12/31,112/08/31,金融保險業
2890,永豐金,111/01/01~111/12/31,112/07/14,金融保險業
2891,中信金,111/01/01~111/12/31,112/06/30,金融保險業
2892,第一金,111/01/01~111/12/31,112/06/30,金融保險業
2897,王道銀行,111/01/01~111/12/31,112/06/30,金融保險業
2903,遠百,111/01/01~111/12/31,112/06/29,貿易百貨
2905,三商,111/01/01~111/12/31,112/06/15,貿易百貨
2906,高林,111/01/01~111/12/31,112/06/29,貿易百貨
2908,特力,111/01/01~111/12/31,112/06/30,貿易百貨
2910,統領,111/01/01~111/12/31,112/10/02,貿易百貨
2912,統一超,111/01/01~111/12/31,112/06/30,貿易百貨
2913,農林,111/01/01~111/12/31,112/09/27,貿易百貨
2915,潤泰全,111/01/01~111/12/31,112/09/28,貿易百貨
2923,鼎固-KY,111/01/01~111/12/31,112/09/12,建材營造
2945,三商家購,111/01/01~111/12/31,112/09/28,貿易百貨
3004,豐達科,111/01/01~111/12/31,113/01/03,鋼鐵工業
3005,神基,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
3006,晶豪科,111/01/01~111/12/31,112/06/29,半導體業
3008,大立光,111/01/01~111/12/31,112/09/22,光電業
3010,華立,111/01/01~111/12/31,112/06/27,電子通路業
3013,晟銘電,111/01/01~111/12/31,112/09/08,電腦及週邊設備業
3014,聯陽,111/01/01~111/12/31,112/09/21,半導體業
3015,全漢,111/01/01~111/12/31,112/09/13,電子零組件業
3016,嘉晶,111/01/01~111/12/31,112/06/30,半導體業
3017,奇鋐,111/01/01~111/12/31,112/06/29,電腦及週邊設備業
3019,亞光,111/01/01~111/12/31,112/06/30,光電業
3023,信邦,111/01/01~111/12/31,112/06/27,電子零組件業
3024,憶聲,111/01/01~111/12/31,112/09/26,光電業
3026,禾伸堂,111/01/01~111/12/31,112/09/28,電子零組件業
3027,盛達,111/01/01~111/12/31,112/06/29,通信網路業
3028,增你強,111/01/01~111/12/31,112/09/28,電子通路業
3030,德律,111/01/01~111/12/31,112/09/18,其他電子業
3032,偉訓,111/01/01~111/12/31,112/09/28,電子零組件業
3033,威健,111/01/01~111/12/31,112/06/30,電子通路業
3034,聯詠,111/01/01~111/12/31,112/06/29,半導體業
3035,智原,111/01/01~111/12/31,112/06/30,半導體業
3036,文曄,111/01/01~111/12/31,112/06/29,電子通路業
3037,欣興,111/01/01~111/12/31,112/06/28,電子零組件業
3038,全台,111/01/01~111/12/31,112/09/27,光電業
3042,晶技,111/01/01~111/12/31,112/06/28,電子零組件業
3044,健鼎,111/01/01~111/12/31,112/06/28,電子零組件業
3045,台灣大,111/01/01~111/12/31,112/08/04,通信網路業
3047,訊舟,111/01/01~111/12/31,112/09/25,通信網路業
3048,益登,111/01/01~111/12/31,112/06/30,電子通路業
3049,精金,111/01/01~111/12/31,112/06/28,光電業
3050,鈺德,111/01/01~111/12/31,112/09/28,光電業
3052,夆典,111/01/01~111/12/31,112/09/08,建材營造
3056,富華新,111/01/01~111/12/31,112/08/08,建材營造
3059,華晶科,111/01/01~111/12/31,112/09/28,光電業
3062,建漢,111/01/01~111/12/31,112/06/30,通信網路業
3090,日電貿,111/01/01~111/12/31,112/09/27,電子零組件業
3094,聯傑,111/01/01~111/12/31,112/06/30,半導體業
3130,一零四,111/01/01~111/12/31,112/06/30,數位雲端
3138,耀登,111/01/01~111/12/31,112/06/30,通信網路業
3149,正達,111/01/01~111/12/31,112/08/21,光電業
3189,景碩,111/01/01~111/12/31,112/06/30,半導體業
3209,全科,111/01/01~111/12/31,112/06/28,電子通路業
3231,緯創,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
3266,昇陽,111/01/01~111/12/31,112/09/27,建材營造
3376,新日興,111/01/01~111/12/31,112/06/30,電子零組件業
3380,明泰,111/01/01~111/12/31,112/06/21,通信網路業
3413,京鼎,111/01/01~111/12/31,112/08/22,半導體業
3416,融程電,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
3443,創意,111/01/01~111/12/31,112/05/16,半導體業
3447,展達,110/01/01~111/12/31,112/10/31,通信網路業
3454,晶睿,111/01/01~111/12/31,112/09/28,光電業
3481,群創,111/01/01~111/12/31,112/06/30,光電業
3504,揚明光,111/01/01~111/12/31,112/09/28,光電業
3515,華擎,111/01/01~111/12/31,112/09/20,電腦及週邊設備業
3532,台勝科,111/01/01~111/12/31,112/06/16,半導體業
3533,嘉澤,111/01/01~111/12/31,112/07/13,電子零組件業
3545,敦泰,111/01/01~111/12/31,112/06/29,半導體業
3557,嘉威,111/01/01~111/12/31,112/09/27,居家生活
3576,聯合再生,111/01/01~111/12/31,112/06/30,光電業
3592,瑞鼎,111/01/01~111/12/31,112/06/30,半導體業
3596,智易,111/01/01~111/12/31,112/06/30,通信網路業
3605,宏致,111/01/01~111/12/31,112/09/27,電子零組件業
3645,達邁,111/01/01~111/12/31,112/09/28,電子零組件業
3653,健策,111/01/01~111/12/31,112/09/28,電子零組件業
3661,世芯-KY,111/01/01~111/12/31,112/12/21,半導體業
3665,貿聯-KY,111/01/01~111/12/31,112/06/12,其他電子業
3669,圓展,111/01/01~111/12/31,112/09/27,通信網路業
3673,TPK-KY,111/01/01~111/12/31,112/09/30,光電業
3682,亞太電,111/01/01~111/12/31,112/06/28,通信網路業
3701,大眾控,111/01/01~111/12/31,112/10/02,電腦及週邊設備業
3702,大聯大,111/01/01~111/12/31,112/06/30,電子通路業
3703,欣陸,111/01/01~111/12/31,112/06/30,建材營造
3704,合勤控,111/01/01~111/12/31,112/06/30,通信網路業
3705,永信,111/01/01~111/12/31,112/09/28,生技醫療業
3706,神達,111/01/01~111/12/31,112/06/29,電腦及週邊設備業
3708,上緯投控,111/01/01~111/12/31,112/07/10,綠能環保
3711,日月光投控,111/01/01~111/12/31,112/09/01,半導體業
3712,永崴投控,111/01/01~111/12/31,112/06/30,電腦及週邊設備業
